apk;config;num_flows;time
repetition_1/2-way/com.google.android.apps.googleassistant.apk;config_FlowDroid_0.xml;0;25984.503846033476
repetition_1/2-way/com.twitter.android.apk;config_FlowDroid_0.xml;0;176209.3213860644
repetition_1/2-way/com.facebook.katana.apk;config_FlowDroid_0.xml;0;105455.73929394595
repetition_1/2-way/com.facebook.orca.apk;config_FlowDroid_0.xml;0;122907.826779061
repetition_1/2-way/com.snapchat.android.apk;config_FlowDroid_0.xml;28;929637.4465619447
repetition_1/2-way/com.microsoft.appmanager.apk;config_FlowDroid_1.xml;0;198891.31450396962
repetition_1/2-way/com.audible.application.apk;config_FlowDroid_1.xml;0;253365.89893803466
repetition_1/2-way/com.bitstrips.imoji.apk;config_FlowDroid_0.xml;32;416431.626144913
repetition_1/2-way/com.google.android.apps.googleassistant.apk;config_FlowDroid_1.xml;0;56552.3546069162
repetition_1/2-way/gov.irs.apk;config_FlowDroid_1.xml;0;217554.85143198166
repetition_1/2-way/com.yelp.android.apk;config_FlowDroid_0.xml;0;385251.6352350358
repetition_1/2-way/com.facebook.orca.apk;config_FlowDroid_1.xml;0;216475.96029099077
repetition_1/2-way/com.remind101.apk;config_FlowDroid_0.xml;50;895961.664434988
repetition_1/2-way/com.shopify.arrive.apk;config_FlowDroid_1.xml;0;179214.52604909427
repetition_1/2-way/gov.irs.apk;config_FlowDroid_0.xml;14;479148.99250492454
repetition_1/2-way/com.tubitv.apk;config_FlowDroid_1.xml;0;537470.8408029983
repetition_1/2-way/videoeditor.videorecorder.screenrecorder.apk;config_FlowDroid_1.xml;0;421024.63542099576
repetition_1/2-way/com.ubercab.apk;config_FlowDroid_0.xml;85;1098008.8453469798
repetition_1/2-way/com.google.android.apps.youtube.music.apk;config_FlowDroid_0.xml;81;965625.4997859942
repetition_1/2-way/com.pinterest.apk;config_FlowDroid_1.xml;0;547481.9178540492
repetition_1/2-way/com.hulu.plus.apk;config_FlowDroid_0.xml;56;862661.1306379782
repetition_1/2-way/com.netflix.mediaclient.apk;config_FlowDroid_0.xml;21;1044780.0512448885
repetition_1/2-way/com.hulu.plus.apk;config_FlowDroid_1.xml;0;465589.67440691777
repetition_1/2-way/com.google.android.apps.adm.apk;config_FlowDroid_1.xml;0;68262.80295301694
repetition_1/2-way/com.yelp.android.apk;config_FlowDroid_1.xml;0;540767.4316370394
repetition_1/2-way/com.roku.remote.apk;config_FlowDroid_1.xml;0;434820.3180449782
repetition_1/2-way/com.mercariapp.mercari.apk;config_FlowDroid_1.xml;0;303346.41320002265
repetition_1/2-way/com.google.android.apps.youtube.music.apk;config_FlowDroid_1.xml;0;494716.90757898614
repetition_1/2-way/com.venmo.apk;config_FlowDroid_1.xml;0;414091.30432794336
repetition_1/2-way/com.creditkarma.mobile.apk;config_FlowDroid_1.xml;0;514948.1664899504
repetition_1/2-way/me.lyft.android.apk;config_FlowDroid_0.xml;74;1141322.9213489685
repetition_1/2-way/com.ebay.mobile.apk;config_FlowDroid_0.xml;113;1207061.8159580044
